Holes Int (um),
14018.046000,
13186.467000,
441.246000,
13033.728000,
288.507000,
12880.989000,
169.710000,
12117.294000,
84.855000,
11930.613000,
11760.903000,
11591.193000,
10691.730000,
10505.049000,
10199.571000,
135.768000,
84.855000,
492.159000,
9961.977000,
339.420000,
746.724000,
9741.354000,
475.188000,
1001.289000,
9469.818000,
627.927000,
1272.825000,
8790.978000,
2308.056000,
8621.268000,
2681.418000,
8485.500000,
3054.780000,
8332.761000,
3394.200000,
6924.168000,
780.666000,
441.246000,
4293.663000,
6720.516000,
458.217000,
288.507000,
220.623000,
5040.387000,
6211.386000,
220.623000,
186.681000,
407.304000,
424.275000,
6109.560000,
6007.734000,
5922.879000,
169.710000,
5838.024000,
5736.198000,
5634.372000,
5464.662000,
5261.010000,
4904.619000,
4785.822000,
4650.054000,
4531.257000,
4429.431000,
4310.634000,
4005.156000,
3886.359000,
3801.504000,
3614.823000,
3428.142000,
3292.374000,
3241.461000,
3139.635000,
3037.809000,
2969.925000,
2919.012000,
2868.099000,
84.855000,
356.391000,
220.623000,
84.855000,
356.391000,
1289.796000,
84.855000,
288.507000,
458.217000,
186.681000,
254.565000,
441.246000,
186.681000,
101.826000,
8146.080000,
7704.834000,
7416.327000,
7161.762000,
7025.994000,
6805.371000,
6584.748000,
6432.009000,
6245.328000,
5922.879000,
5685.285000,
5532.546000,
5396.778000,
5227.068000,
5023.416000,
4921.590000,
4819.764000,
4717.938000,
4531.257000,
4242.750000,
4140.924000,
4073.040000,
661.869000,
186.681000,
84.855000,
322.449000,
84.855000,
118.797000,
152.739000,
390.333000,
84.855000,
356.391000,
339.420000,
780.666000,
152.739000,
2308.056000,
661.869000,
84.855000,
11048.121000,
11217.831000,
84.855000,
695.811000,
1001.289000,
933.405000,
84.855000,
356.391000,
424.275000,
84.855000,
220.623000,
67.884000,
10199.571000,
10403.223000,
543.072000,
8977.659000,
8994.630000,
8332.761000,
8247.906000,
7891.515000,
7806.660000,
7806.660000,
67.884000,
6465.951000,
6398.067000,
6313.212000,
6262.299000,
6245.328000,
7229.646000,
7161.762000,
7127.820000,
7110.849000,
101.826000,
5939.850000,
5871.966000,
5804.082000,
5770.140000,
5736.198000,
84.855000,
186.681000,
5736.198000,
5668.314000,
5617.401000,
5617.401000,
101.826000,
67.884000,
6160.473000,
6058.647000,
6041.676000,
6075.618000,
84.855000,
84.855000,
67.884000,
135.768000,
67.884000,
1086.144000,
169.710000,
1137.057000,
6941.139000,
6822.342000,
6839.313000,
101.826000,
186.681000,
390.333000,
237.594000,
1272.825000,
1170.999000,
1086.144000,
1018.260000,
950.376000,
933.405000,
84.855000,
152.739000,
1052.202000,
84.855000,
84.855000,
67.884000,
8434.587000,
8451.558000,
2291.085000,
2121.375000,
2002.578000,
390.333000,
1204.941000,
220.623000,
1120.086000,
84.855000,
118.797000,
1052.202000,
577.014000,
1001.289000,
967.347000,
950.376000,
1018.260000,
1103.115000,
1306.767000,
101.826000,
101.826000,
3377.229000,
3241.461000,
3071.751000,
2834.157000,
2647.476000,
2528.679000,
2426.853000,
933.405000,
1187.970000,
593.985000,
1154.028000,
390.333000,
1137.057000,
169.710000,
1086.144000,
1052.202000,
1086.144000,
169.710000,
1170.999000,
441.246000,
1340.709000,
627.927000,
67.884000,
254.565000,
1425.564000,
1629.216000,
12796.134000,
12830.076000,
288.507000,
67.884000,
118.797000,
4853.706000,
4751.880000,
101.826000,
4717.938000,
118.797000,
4683.996000,
4633.083000,
4276.692000,
4225.779000,
4174.866000,
4174.866000,
4123.953000,
458.217000,
3767.562000,
729.753000,
3665.736000,
2087.433000,
1357.680000,
1798.926000,
1323.738000,
1272.825000,
1221.912000,
950.376000,
1187.970000,
339.420000,
1272.825000,
1323.738000,
1408.593000,
1578.303000,
1663.158000,
67.884000,
1849.839000,
322.449000,
322.449000,
1917.723000,
3122.664000,
3258.432000,
3377.229000,
14051.988000,
14102.901000,
8468.529000,
8315.790000,
8247.906000,
8163.051000,
8095.167000,
8027.283000,
441.246000,
7331.472000,
169.710000,
7314.501000,
7314.501000,
7382.385000,
1086.144000,
6262.299000,
186.681000,
6245.328000,
6160.473000,
169.710000,
6109.560000,
339.420000,
5922.879000,
5804.082000,
118.797000,
5617.401000,
271.536000,
3631.794000,
1578.303000,
3411.171000,
1442.535000,
186.681000,
3360.258000,
1493.448000,
577.014000,
3309.345000,
1544.361000,
2851.128000,
1663.158000,
118.797000,
407.304000,
2206.230000,
1798.926000,
135.768000,
322.449000,
1697.100000,
1917.723000,
373.362000,
237.594000,
84.855000,
1985.607000,
458.217000,
2155.317000,
526.101000,
2257.143000,
135.768000,
2409.882000,
2851.128000,
186.681000,
3088.722000,
3546.939000,
3699.678000,
3835.446000,
3937.272000,
4039.098000,
67.884000,
16122.450000,
16258.218000,
10742.643000,
10742.643000,
10674.759000,
10640.817000,
10640.817000,
8298.819000,
1951.665000,
8129.109000,
1951.665000,
7942.428000,
2053.491000,
7789.689000,
2155.317000,
7636.950000,
2291.085000,
7535.124000,
2443.824000,
7365.414000,
2545.650000,
7212.675000,
2664.447000,
6907.197000,
2817.186000,
6533.835000,
2952.954000,
6330.183000,
3088.722000,
763.695000,
1170.999000,
3886.359000,
135.768000,
3241.461000,
526.101000,
933.405000,
3275.403000,
3546.939000,
186.681000,
593.985000,
84.855000,
84.855000,
2019.549000,
3699.678000,
356.391000,
1035.231000,
678.840000,
3784.533000,
237.594000,
543.072000,
4140.924000,
373.362000,
4276.692000,
339.420000,
4361.547000,
356.391000,
4480.344000,
67.884000,
509.130000,
186.681000,
4599.141000,
203.652000,
84.855000,
84.855000,
1255.854000,
4734.909000,
356.391000,
152.739000,
373.362000,
118.797000,
831.579000,
1442.535000,
169.710000,
4853.706000,
356.391000,
814.608000,
2749.302000,
5515.575000,
712.782000,
9571.644000,
2902.041000,
2952.954000,
3020.838000,
3105.693000,
3207.519000,
3275.403000,
3360.258000,
3563.910000,
3750.591000,
3869.388000,
3971.214000,
67.884000,
4106.982000,
4378.518000,
4497.315000,
4616.112000,
4751.880000,
4853.706000,
5193.126000,
5396.778000,
5600.430000,
5685.285000,
5804.082000,
5888.937000,
5973.792000,
6058.647000,
627.927000,
101.826000,
67.884000,
6194.415000,
5261.010000,
288.507000,
288.507000,
356.391000,
6652.632000,
4531.257000,
84.855000,
373.362000,
644.898000,
6873.255000,
3496.026000,
101.826000,
8281.848000,
3173.577000,
8434.587000,
2817.186000,
8570.355000,
2426.853000,
8740.065000,
2070.462000,
9283.137000,
1086.144000,
509.130000,
9656.499000,
831.579000,
390.333000,
9877.122000,
577.014000,
220.623000,
101.826000,
10114.716000,
10488.078000,
10606.875000,
11540.280000,
11709.990000,
11896.671000,
12066.381000,
186.681000,
118.797000,
169.710000,
12236.091000,
254.565000,
12982.815000,
390.333000,
13135.554000,
14001.075000,
